,单价,总价,户型,月供,朝向,标题,楼层,装修,面积
1541,63218 元/m²,550万,3室2厅,"
25196元 ",南北,"
      华南理工大学东区电梯三房出售 靠近华工附小  ",中层(共7层),简单装修,87平方米
1542,29545 元/m²,130万,2室1厅,"
7656元 ",南,"
      新收港湾一村 实用两房 干净舒适 交通便利 带省一级港湾学位  ",低层(共5层),精装修,44平方米
1543,21667 元/m²,195万,3室2厅,"
11485元 ",东南,"
      蕉门区府旁 合景方圆叠翠台 业主诚心放卖 地铁物业 南向三房  ",中层(共30层),精装修,90平方米
1544,18225 元/m²,108万,2室1厅,"
6361元 ",西,"
      嘉骏豪苑 精装两房 电梯中层 视野开阔 拎包即住 看房有钥匙  ",中层(共28层),精装修,59.3平方米
1545,18753 元/m²,169万,3室2厅,"
9954元 ",东南,"
      （真盘实价）全新装修 业主工作调动降价出售 可按揭公积金  ",中层(共28层),精装修,90.1平方米
1546,28409 元/m²,250万,3室2厅,"
14724元 ",南,"
      丰乐小区  精装东南向三房  省级公立名校  近地铁  ",中层(共8层),精装修,88平方米
1547,10872 元/m²,102万,3室2厅,"
6007元 ",南,"
      业主置换豪车出售 自菜价急售换车过年  不要家私家电可少5万  ",中层(共21层),精装修,93.8平方米
1548,18521 元/m²,140万,2室2厅,"
8245元 ",南,"
      内部保留单位（荔富湖畔）诚信放卖 产权清晰 地铁4站直达天河  ",中层(共30层),精装修,75.6平方米
1549,20287 元/m²,192万,3室2厅,"
11308元 ",南北,"
      保利中航城 地铁21号线朱村站100米 3站天河买1层送一层  ",中层(共32层),精装修,94.6平方米
1550,22917 元/m²,220万,3室1厅,"
12957元 ",南,"
      全景房源 康乐园 市桥地铁口 南向三房 精装修 省级中心学位  ",中层(共7层),精装修,96平方米
1551,19092 元/m²,145万,2室2厅,"
8540元 ",南,"
      内部特价南向稀有两房 可公积金 地铁就在家门口 送5年管理费  ",中层(共32层),精装修,76平方米
1552,18819 元/m²,167万,3室2厅,"
9836元 ",南,"
      水韵翔庭 业主急售精装大三房 低于市场价送家私家电 来电详谈  ",低层(共31层),精装修,88.7平方米
1553,18588 元/m²,158万,3室2厅,"
9306元 ",南北,"
      柏丽花园 精装3房带学位 配套成熟 交通方便 随时看房  ",中层(共22层),精装修,85平方米
1554,12688 元/m²,118万,3室2厅,"
6950元 ",南,"
      |诚信裕馨|首付28万 文化馆小区 3房 五年唯一 住家装修  ",高层(共7层),精装修,93平方米
1555,24000 元/m²,240万,3室2厅,"
14135元 ",西,"
      桥福园 二期 电梯 全新精装修实用大三房 望园景  240万  ",中层(共11层),精装修,100平方米
1556,16667 元/m²,120万,2室2厅,"
7067元 ",南,"
      佳兆业未来城 老黄埔地铁13号线南岗站 带明火 住宅式设计  ",中层(共31层),精装修,72平方米
1557,12221 元/m²,130万,3室2厅,"
7656元 ",南,"
      万虹花园三期，首付25万，精装修三，改四房  ",中层(共11层),精装修,106.4平方米
1558,16159 元/m²,149万,3室2厅,"
8776元 ",南北,"
      越秀滨海新城 精装一手房 可公积金 单合同  ",低层(共33层),精装修,92.2平方米
1559,24155 元/m²,215万,3室2厅,"
12663元 ",南,"
      金泽豪庭 精装小三房 南向 近地铁 拎包即住 低首付  ",中层(共28层),精装修,89平方米
1560,14623 元/m²,155万,3室2厅,"
9129元 ",北,"
      |诚信裕馨|地铁口锦砖低层，正规三房，惊喜价155万！！  ",低层(共8层),简单装修,106平方米
1561,16158 元/m²,160万,3室2厅,"
9423元 ",南,"
      春风十里（内部转名单位享9折） 100米地铁口 赠送书房  ",中层(共32层),精装修,99平方米
1562,16875 元/m²,135万,2室2厅,"
7951元 ",东南,"
      水电广场 可公积金 一成首付 带家私 业主因工作调岗 急售  ",低层(共25层),精装修,80平方米
1563,17009 元/m²,131万,2室2厅,"
7715元 ",东南,"
      内部保留单位 来电送五年管理费 地铁就在家门口 欢迎来电  ",中层(共32层),精装修,77平方米
1564,17511 元/m²,150万,3室2厅,"
8834元 ",南,"
      合景誉山国际 成熟社区配套完善 不限购 单合同 可用公积金  ",中层(共28层),精装修,85.7平方米
1565,29268 元/m²,120万,2室1厅,"
7067元 ",东南,"
      晓港湾 业主出国急售自住低层精致两房 满五仅120万  ",低层(共9层),精装修,41平方米
1566,15825 元/m²,158万,3室2厅,"
9306元 ",东,"
      誉山国际 20套工程款单位低.价出售 可一成首付 可公积贷款  ",低层(共1层),毛坯,99.8平方米
1567,20000 元/m²,180万,3室2厅,"
10601元 ",南,"
      富士康科技小镇 政府碧桂园富士康联合打造 地铁口单合同  ",高层(共32层),精装修,90平方米
1568,12857 元/m²,135万,3室2厅,"
7951元 ",南,"
      特价单位 单合同 一成首付入手精装三房 来电看房送产权车位  ",中层(共31层),精装修,105平方米
1569,17614 元/m²,155万,3室2厅,"
9129元 ",南,"
      黄埔知识城 来电送管理费 招商雍景湾 地铁口 省级学位  ",中层(共32层),精装修,88平方米
1570,19708 元/m²,182万,3室2厅,"
10719元 ",东南,"
      恒展江山时代 花园洋房 震撼加推  40115 一至三房  ",高层(共33层),精装修,92.4平方米
1571,21944 元/m²,158万,2室1厅,"
9306元 ",南,"
      黄埔区鱼珠地铁口 锦田花园 全南向 两房 框架结构 170万  ",高层(共7层),精装修,72平方米
1572,17323 元/m²,143万,3室2厅,"
8422元 ",南,"
      仁安花园 近地铁 精装3房 不限购 产权清晰 配套成熟 急售  ",中层(共28层),精装修,82.6平方米
1573,16265 元/m²,135万,2室2厅,"
7951元 ",南北,"
      富雅名居 首付仅需21万 产权满二 地铁物业 生活配套成熟  ",中层(共9层),精装修,83平方米
1574,16667 元/m²,150万,3室2厅,"
8834元 ",南,"
      学位房（东兴楼）楼龄新，总价低，配套好，精装三房，临近地铁旁  ",中层(共18层),精装修,90平方米
1575,26780 元/m²,158万,2室2厅,"
9306元 ",北,"
      新市 汇侨新城 电梯高层两房 厅出阳台 地铁物业 随时看房  ",中层(共17层),简单装修,59平方米
1576,19019 元/m²,180万,3室2厅,"
10601元 ",南,"
      180W渠道精.选特价 好楼层，不议价 全场醉优惠 来电详聊  ",低层(共31层),精装修,94.6平方米
1577,13411 元/m²,120万,3室2厅,"
7067元 ",南,"
      长信公馆 精装3房 业主全新未入住 低于市场价 笋盘出售  ",中层(共28层),精装修,89.5平方米
1578,13524 元/m²,142万,3室2厅,"
8363元 ",南,"
      黄冈名校学位 敏捷绿湖推出一成首付名额 地铁旁 来电还送车位  ",中层(共32层),精装修,105平方米
1579,12030 元/m²,112万,3室2厅,"
6596元 ",东南,"
      (送车位)石桥新村小区 首付34万买精装三房 来电享折扣！  ",中层(共16层),精装修,93.1平方米
1580,24167 元/m²,145万,2室1厅,"
8540元 ",南,"
      海园路小区 精装两房 干净舒适 交通便利 带省一级荔园学位！  ",中层(共8层),精装修,60平方米
1581,18033 元/m²,168万,3室2厅,"
9895元 ",南,"
      不限购 广州单合同 仁安花园  南向三房 业主急卖 近地铁  ",中层(共15层),精装修,93.2平方米
1582,12903 元/m²,120万,3室2厅,"
7067元 ",南,"
      （锦绣御景苑）学位房，不限购，低首付，周边配套成熟，地铁物业  ",中层(共28层),精装修,93平方米
1583,19657 元/m²,130.5万,2室2厅,"
7686元 ",东北,"
      超值）铁建花园 66.7方两房仅售125万 小区醉低没有之一  ",低层(共26层),精装修,66.4平方米
1584,17806 元/m²,154万,3室2厅,"
9070元 ",东南,"
      南沙心意华庭 精装户型 产权清晰可公积金送家私家电详情致电  ",低层(共18层),精装修,86.5平方米
1585,18927 元/m²,145万,2室2厅,"
8540元 ",北,"
      VR看房 南沙保利城 温馨2房带花园 首付45万 来电看房  ",中层(共32层),精装修,76.6平方米
1586,16049 元/m²,130万,3室2厅,"
7656元 ",东南,"
      笋盘 业主包税 全新未住南向3房 带学位地铁口 万科幸福誉性  ",中层(共30层),精装修,81平方米
1587,17638 元/m²,158万,3室2厅,"
9306元 ",东南,"
      招商雍景湾 地铁口 单合同全新加推 精装三房来电享受管理费  ",中层(共30层),精装修,89.6平方米
1588,18722 元/m²,151.2万,2室2厅,"
8905元 ",南,"
      高速口35min自驾到天河 近地铁轻轨富士康万达 首付42万  ",高层(共15层),豪华装修,80.8平方米
1589,18871 元/m²,117万,2室1厅,"
6891元 ",南,"
      天河桃园居 5号线东圃站 接受公积金 带家私家电 带学位  ",低层(共30层),精装修,62平方米
1590,19067 元/m²,143万,3室2厅,"
8422元 ",东南,"
      单合同 0.5成首付 自贸区核心 成熟配套带学位 来电98折  ",中层(共26层),精装修,75平方米
1591,14118 元/m²,120万,3室2厅,"
7067元 ",南,"
      南沙广隆苑 精装3房 业主生意回笼资金 可谈 急售  ",高层(共18层),精装修,85平方米
1592,16667 元/m²,125万,3室2厅,"
7362元 ",南,"
      黄埔公寓 个人名义购买包租3500 可明火 交通便利 随时看  ",中层(共23层),精装修,75平方米
1593,14056 元/m²,119万,3室2厅,"
7009元 ",南,"
      时代天启 业主生意失败入手价急售此盘 买到赚到！！！  ",中层(共20层),精装修,84.7平方米
1594,26538 元/m²,138万,2室1厅,"
8128元 ",南,"
      棠德花园 南向2房 格局好 价格低 采光好 无遮挡 产权清晰  ",低层(共9层),精装修,52平方米
1595,13723 元/m²,117万,3室2厅,"
6891元 ",南,"
      （年末收官特批）全新加推10内部保留单位 （送车位）现楼出售  ",中层(共31层),精装修,85.3平方米
1596,22908 元/m²,115万,2室2厅,"
6773元 ",东南,"
      送阳台，月租6千，楼下地铁，不限购，价钱可谈  ",中层(共20层),精装修,50.2平方米
1597,31069 元/m²,150万,2室1厅,"
8834元 ",西北,"
      康乃馨苑 1号线坑口地铁站 精装两房 拎包入住  ",中层(共9层),精装修,48.3平方米
1598,16830 元/m²,149万,3室2厅,"
8776元 ",东南,"
      顺欣花园 万达广场旁 配套成熟 1成首付 可公积金贷款 满五  ",低层(共18层),精装修,88.5平方米
1599,18466 元/m²,150万,2室2厅,"
8834元 ",南,"
      地铁物业 南沙心意华庭 华师附小 周边配套成熟 业主诚心出售  ",中层(共17层),精装修,81.2平方米
1600,19275 元/m²,191万,3室2厅,"
11249元 ",东南,"
      内部保留单位（荔富湖畔）诚信放卖 产权清晰 地铁4站直达天河  ",低层(共33层),精装修,99.1平方米
1601,17073 元/m²,140万,2室2厅,"
8245元 ",南,"
      新康花园 南向两房 31万首付 刚需上车 只售3天  ",中层(共6层),精装修,82平方米
1602,27407 元/m²,148万,2室1厅,"
8717元 ",南,"
      一楼 大平台， 大平台， 南向两房 紧邻地铁 入读港湾名校  ",低层(共6层),简单装修,54平方米
1603,14742 元/m²,143万,3室2厅,"
8422元 ",南北,"
      |诚信裕馨| 恒辉小区 南北对流正规三房 近地铁 小区管理！  ",中层(共8层),简单装修,97平方米
1604,11985 元/m²,112万,3室2厅,"
6596元 ",南,"
      全新未住 房东急用钱要周转 诚心出售 证过五年 可按揭贷款  ",中层(共31层),精装修,93.5平方米
1605,16813 元/m²,140万,3室2厅,"
8245元 ",南北,"
      阳光城熙悦 内部保留单位 送5年管理费 首付30万分期一年  ",中层(共32层),精装修,83.3平方米
1606,8855 元/m²,140万,3室2厅,"
8245元 ",东南,"
      内部转名 江景一手现楼 总价低 随时可看一手税费 即买即交楼  ",中层(共32层),毛坯,158.1平方米
1607,16711 元/m²,127万,2室2厅,"
7480元 ",南,"
      一手现楼 小区性质2梯4户 单合同不限购 无须名额 来电9折  ",中层(共30层),精装修,76平方米
1608,16667 元/m²,150万,3室2厅,"
8834元 ",南,"
      学位房（中人宿舍）楼龄新，总价低，地铁旁，精装三房，一步到位  ",低层(共9层),精装修,90平方米
1609,18823 元/m²,180万,3室2厅,"
10601元 ",南,"
      实地蔷薇国际，四站到天河，中层南向，包税低首付，欢迎来电看房  ",中层(共32层),精装修,95.6平方米
1610,16084 元/m²,178万,3室2厅,"
10484元 ",南,"
      荔富湖畔 带省级学位 地铁100米 来电享团购95折送管理费  ",中层(共32层),精装修,110.7平方米
1611,11607 元/m²,130万,3室2厅,"
7656元 ",南,"
      沙湾小区 业主急售，交通方便，配套齐全，环境优美 来电即看房  ",低层(共8层),精装修,112平方米
1612,16304 元/m²,150万,3室2厅,"
8834元 ",南,"
      （观虹路2号小区）可议价，学位房，产权清晰，近地铁，配套齐  ",低层(共9层),精装修,92平方米
1613,16811 元/m²,140万,3室2厅,"
8245元 ",东南,"
      单合同性价比高 万达广场800米 性价比居南沙之首 金洲地铁  ",中层(共32层),精装修,83.3平方米
1614,13238 元/m²,139万,3室2厅,"
8187元 ",东,"
      全新加推 稀有全南向 商业配套齐全来电预约 额外多重优惠  ",中层(共33层),精装修,105平方米
1615,11458 元/m²,110万,3室2厅,"
6478元 ",南,"
      合景天峻 内部转名 产权清晰 中新知识城板块 三线地铁环绕  ",中层(共32层),豪华装修,96平方米
1616,16159 元/m²,149万,3室2厅,"
8776元 ",南北,"
      越秀滨海新城 精装一手房 可公积金 单合同  ",低层(共33层),精装修,92.2平方米
1617,25472 元/m²,135万,2室1厅,"
7951元 ",南北,"
      港湾三村 带省一级港湾名校 精装南向正规大两房 可公积金贷款  ",高层(共6层),精装修,53平方米
1618,25000 元/m²,125万,2室1厅,"
7362元 ",东,"
      泽德花苑，朝向朝南，等待了这么久，怎么能错过！！！  ",高层(共9层),简单装修,50平方米
1619,15695 元/m²,140万,3室2厅,"
8245元 ",南,"
      万科幸福誉 员工内部保留一口价单位 温馨精装三房 南向望花园  ",中层(共32层),精装修,89.2平方米
1620,16716 元/m²,165万,3室2厅,"
9718元 ",南,"
      广铝荔富湖畔 内部转名产权清晰 不限购大型商圈 地铁口50米  ",中层(共32层),豪华装修,98.7平方米
1621,27833 元/m²,310万,3室2厅,"
18258元 ",东,"
      笋 大学城 越秀星汇文瀚 南向大三房 业主急售！  ",中层(共30层),精装修,111.4平方米
1622,72313 元/m²,800万,3室2厅,"
36648元 ",北,"
      每天都在找房子，很累吧，来我这里看看吧，超值！  ",中层(共30层),精装修,110.6平方米
1623,17288 元/m²,102万,2室1厅,"
6007元 ",西,"
      嘉骏豪苑 精装两房 新塘钟心地段 生活配套成熟 交通方便  ",中层(共28层),精装修,59平方米
1624,44470 元/m²,390万,3室2厅,"
17866元 ",南北,"
      小雅一口价单位390W 真实有效 南北对流 中高楼层 来电看  ",中层(共33层),豪华装修,87.7平方米
1625,11879 元/m²,115万,3室2厅,"
6773元 ",南,"
      水韵雅庭 温馨户型，让您眼前一亮，急地铁，配套齐 精装3房  ",中层(共22层),精装修,96.8平方米
1626,10698 元/m²,92万,3室2厅,"
4214元 ",东南,"
      笋盘来袭 萝岗不限购 业主换大房急出手 免息分期2年  ",低层(共30层),精装修,86平方米
1627,72793 元/m²,800万,3室2厅,"
36648元 ",西,"
      户型全方正 望花园单位 实用住家户型 保利心语 三房成交盘  ",中层(共32层),简单装修,109.9平方米
1628,42753 元/m²,410万,3室2厅,"
18782元 ",南,"
      万科欧泊 万博商圈 精装修证过两年 低税费 业主置换大房  ",低层(共34层),精装修,95.9平方米
1629,28851 元/m²,251万,3室2厅,"
14783元 ",南,"
      保利罗兰国际配套成熟地铁口带学位精装房来电送折扣  ",中层(共32层),精装修,87平方米
1630,28539 元/m²,250万,3室2厅,"
14724元 ",南,"
      万科金色梦想 95平舒适三房 南北对流 给你一个温馨的家  ",低层(共34层),精装修,87.6平方米
1631,35868 元/m²,401万,3室2厅,"
18370元 ",南北,"
      单合同 省级學位 配套成熟 来电成交送98折 送管理费3年  ",中层(共31层),精装修,111.8平方米
1632,24400 元/m²,122万,2室1厅,"
7185元 ",南,"
      沙河西街 南向两房 安静不吵 中楼层 带学位 看房方便  ",中层(共9层),精装修,50平方米
1633,17202 元/m²,153.1万,3室2厅,"
9017元 ",南,"
      合生湖山国际 省级学位房 单合同 特批10套一口价单位  ",中层(共32层),精装修,89平方米
1634,21810 元/m²,200万,3室2厅,"
11779元 ",南,"
      亚运城5号 内部转名 可公积金 地铁口物业 配套成熟 带学位  ",中层(共32层),精装修,91.7平方米
1635,19231 元/m²,150万,3室2厅,"
8834元 ",南,"
      万科海上明月 内部转名 认购送5年管理费 额外98折 来电看  ",中层(共32层),精装修,78平方米
1636,16918 元/m²,121万,2室2厅,"
7126元 ",东南,"
      越秀滨海新城，厅出阳台南向两房，首付13万起，首付可免息分期  ",中层(共33层),精装修,71.5平方米
1637,23043 元/m²,270万,3室2厅,"
15902元 ",南北,"
      地铁口南北对流三房 全新没住 业主急需姿金 诚心放卖钥匙在手  ",中层(共30层),精装修,117.2平方米
1638,24194 元/m²,225万,3室2厅,"
13252元 ",南北,"
      实地常春藤超笋优惠价 额外95折免* 看房请提前电话预约  ",中层(共32层),精装修,93平方米
1639,17105 元/m²,130万,2室2厅,"
7656元 ",南,"
      佳兆业未来城 十三号线南岗站上盖 支持首付分期 一次性再打折  ",中层(共28层),精装修,76平方米
1640,17105 元/m²,160万,3室2厅,"
9423元 ",南,"
      广州自贸区，万达广场，单合同带精装，来电送管理费，滨海新城  ",中层(共31层),精装修,93.5平方米
1641,8009 元/m²,72万,3室2厅,"
2826元 ",南,"
      保利中央公园 望三水荷花世界 阵阵荷香入梦来 红本在手  ",中层(共32层),精装修,89.9平方米
1642,16201 元/m²,135万,3室2厅,"
7951元 ",东南,"
      业主急售 红本在手 满五唯一 房源真实 家电全送 随时约看  ",中层(共18层),精装修,83.3平方米
1643,12861 元/m²,115万,3室2厅,"
6773元 ",南北,"
      凯徳新玥 精装3房带学位 产权清晰 南向望花园 可公积金贷款  ",中层(共25层),精装修,89.4平方米
1644,21776 元/m²,208万,3室2厅,"
12251元 ",南,"
      万科金色梦想 南向2房 证过2年 配省级学位 急甩降30万  ",中层(共32层),精装修,95.5平方米
1645,22727 元/m²,205万,3室2厅,"
12074元 ",南,"
      金沙洲又一套在地铁旁全新的笋盘，来自恒大金名都，南向三房  ",中层(共32层),精装修,90.2平方米
1646,54444 元/m²,490万,3室2厅,"
22447元 ",南,"
      只发真盘 业主急降50万 穗园小区3房急售 学位户口没占用  ",中层(共30层),精装修,90平方米
1647,24594 元/m²,250万,3室2厅,"
14724元 ",东北,"
      碧桂园天玺湾 超笋放盘 望海 景观无遮挡  ",中层(共30层),精装修,101.7平方米
1648,17803 元/m²,158万,3室2厅,"
9306元 ",南,"
      南沙保利城 4号线地铁旁 南北对流 送精装 带省级学位  ",中层(共33层),精装修,88.8平方米
1649,19787 元/m²,186万,3室2厅,"
10955元 ",北,"
      尚上名筑 温馨3房南向望花园 户型方正 产权清晰 随时看房  ",中层(共32层),精装修,94平方米
1650,12245 元/m²,120万,3室2厅,"
7067元 ",南,"
      学位房（金地公园上城）不限购，单合同，低首付，地铁物业，急售  ",中层(共30层),精装修,98平方米
1651,36058 元/m²,375万,3室2厅,"
17179元 ",南,"
      金域蓝湾 望江三房 户型方正 送入户花园 房间大 楼层高  ",中层(共34层),豪华装修,104平方米
1652,21790 元/m²,250万,3室2厅,"
14724元 ",南,"
      （时尚广场）不限购，学位房，总价低，近地铁，配套齐，可议价，  ",中层(共30层),精装修,114.7平方米
1653,25271 元/m²,121.3万,2室2厅,"
7144元 ",南,"
      汉溪商圈 保利大都会 不限贷 外地人可买 带独立房产证  ",低层(共30层),精装修,48平方米
1654,28430 元/m²,275万,3室2厅,"
16197元 ",南,"
      中海誉城北苑 精装修三房 望山望别墅视野好业主急售 看房方便  ",高层(共33层),精装修,96.7平方米
1655,24390 元/m²,100万,2室2厅,"
5889元 ",南,"
      老越秀 不限购 家私全送 无税费 可以个人名购买  ",中层(共15层),精装修,41平方米
1656,12500 元/m²,90万,3室2厅,"
4122元 ",南,"
      |诚信裕馨| 华翠楼 花都湖 机场快线 地铁口 3房南北对流  ",高层(共8层),精装修,72平方米
1657,14295 元/m²,111.5万,3室1厅,"
6567元 ",南北,"
      |诚信裕馨|机场快线首 选，小三房首期35万，月供5000文  ",中层(共9层),简单装修,78平方米
1658,17380 元/m²,132万,2室2厅,"
7774元 ",南,"
      一期现楼 全新未入住 首付30万 来电立享95折 地铁口物业  ",中层(共32层),精装修,76平方米
1659,10504 元/m²,95万,3室2厅,"
4352元 ",南,"
      精装三房 产权清晰 南向采光好 税费低 手续齐全 价格来电谈  ",低层(共16层),精装修,90.4平方米
1660,40232 元/m²,388万,3室1厅,"
17774元 ",南,"
      保利红馆 3号线7号线交汇 汉溪长隆站 带现有装修出售  ",中层(共30层),精装修,96.4平方米
1661,20181 元/m²,230万,3室2厅,"
13546元 ",南,"
      我昨 天看了特别想买觉得你看了也会心动60万平湖山园林地铁口  ",中层(共32层),精装修,114平方米
1662,13817 元/m²,139万,3室2厅,"
8187元 ",南,"
      湖山高尔夫 增城香山湖 精装100140平方三四房  ",高层(共30层),精装修,100.6平方米
1663,15346 元/m²,135万,3室2厅,"
7951元 ",南,"
      新收笋盘 合景誉山国际 全新未住 业主降价急售 可承担税费  ",中层(共32层),精装修,88平方米
1664,15701 元/m²,126万,3室2厅,"
7421元 ",西南,"
      (笋盘推荐）金地香山湖 全新未住 业主降价急售 可公积金贷  ",中层(共32层),简单装修,80.3平方米
1665,19889 元/m²,165万,3室2厅,"
9718元 ",南,"
      碧桂园玺悦 精装海景3房可公积金  单合同 团购直减5万  ",中层(共33层),精装修,83平方米
1666,13977 元/m²,123万,3室1厅,"
7244元 ",南,"
      |诚信裕馨|直降15万 首付34万  条砖外墙 住家装修  ",高层(共8层),简单装修,88平方米
1667,13207 元/m²,135万,3室2厅,"
7951元 ",南,"
      刚需三房  高尚住宅南向靓  格局方正  价格实惠总价低  ",中层(共32层),毛坯,102.2平方米
1668,17586 元/m²,183万,3室2厅,"
10778元 ",南北,"
      28号地铁开通稳赚 一成首付 送产权车位 速速来电抢  ",中层(共32层),精装修,104.1平方米
1669,12429 元/m²,109万,3室2厅,"
6420元 ",东南,"
      南沙低首付笋盘 怡景花园 免费操作流水 随时可看 拎包入住  ",高层(共13层),精装修,87.7平方米
1670,39596 元/m²,380万,3室2厅,"
17408元 ",南北,"
      富力天禧（广州天河）配套成熟，近地铁，产权清晰，保留学位  ",中层(共32层),精装修,96平方米
1671,11290 元/m²,105万,4室2厅,"
6184元 ",南,"
      建设北路97号小区4室出售 真实照片 使用面积高达130方  ",低层(共9层),精装修,93平方米
1672,23778 元/m²,107万,2室1厅,"
6302元 ",南,"
      车陂地铁 广氮新村 新建房源 温馨蜗居小2房 采光佳 位置好  ",中层(共6层),豪华装修,45平方米
1673,17188 元/m²,110万,4室2厅,"
6478元 ",南,"
      越秀.国际总部 复式公寓4房 可明火送阳台 一手房 不限购  ",中层(共30层),精装修,64平方米
1674,18267 元/m²,125万,2室2厅,"
7362元 ",南,"
      时代廊桥 业主出国降价20万大甩卖 精装2房 近地铁带私家电  ",中层(共27层),精装修,68.4平方米
1675,6667 元/m²,60万,3室2厅,"
2748元 ",南,"
      龙光玖誉府 广佛交界 政府旁 1成首付 内部单位 带省级学位  ",中层(共32层),精装修,90平方米
1676,16032 元/m²,101万,4室2厅,"
5948元 ",东南,"
      金洲地铁口 越秀总部总部广场 国家自贸区 产权复式 内部特价  ",中层(共35层),精装修,63平方米
1677,18534 元/m²,180万,3室2厅,"
10601元 ",南,"
      碧桂园玺悦 双地铁山海景观 内部95折买精装4房 单合同  ",低层(共32层),精装修,97.1平方米
1678,15882 元/m²,108万,2室2厅,"
6361元 ",北,"
      新康花园 低层2房 带装修 拎包即住 周边配套齐 看房预约  ",低层(共11层),精装修,68平方米
1679,11905 元/m²,100万,3室1厅,"
5889元 ",南北,"
      顺景居 红本带车位 家私全送 业主急需资金买新塘别墅 随时看  ",高层(共7层),精装修,84平方米
1680,21426 元/m²,210万,3室2厅,"
12368元 ",东北,"
      碧桂园天玺湾三房 一线湖景 装修保养好 可公积金 配合低首付  ",低层(共30层),精装修,98平方米
1681,13660 元/m²,68.3万,3室1厅,"
3128元 ",南北,"
      海珠电力局宿舍，降价出售，满五唯一免个税，送新精装，租金高  ",中层(共13层),精装修,50平方米
1682,12821 元/m²,100万,2室2厅,"
5889元 ",南,"
      敏捷绿湖国际城 业主换大房诚心放卖 少有小两房放盘 手快有  ",中层(共30层),精装修,78平方米
1683,40556 元/m²,365万,3室2厅,"
16721元 ",东南,"
      天河星作    不限购  产权明晰   内部转名单位  ",低层(共30层),精装修,90平方米
1684,13171 元/m²,108万,3室2厅,"
6361元 ",南,"
      年末收官特批 敏捷绿湖国际 加推10套内部单位 现楼出售  ",中层(共32层),精装修,82平方米
1685,17708 元/m²,85万,2室1厅,"
3893元 ",南,"
      丽柏国际公寓 业主置换天河芯物业 带车位急售  ",低层(共33层),精装修,48平方米
1686,9603 元/m²,92万,3室2厅,"
4214元 ",东南,"
      (带学位)江景豪庭 首付25万买精装三房带省级学位 来电有减  ",中层(共20层),精装修,95.8平方米
1687,18545 元/m²,102万,2室1厅,"
6007元 ",东南,"
      壹城广场，荔湾产权公寓，全新装修，带租收3500，来电价可谈  ",中层(共12层),精装修,55平方米
1688,35075 元/m²,235万,2室2厅,"
13841元 ",东北,"
      悦涛雅苑 精装两房 13号线地铁口物业 户型方正望泳池  ",低层(共11层),精装修,67平方米
1689,9796 元/m²,92万,2室2厅,"
4214元 ",南北,"
      超笋盘 首付28万 百合雅居2房1厅 证过5年0税费 价低  ",中层(共12层),精装修,93.9平方米
1690,10843 元/m²,90万,3室2厅,"
4122元 ",南,"
      秀丽小区 地铁口物业 可公积金 繁华商圈  带二小名校学位  ",中层(共29层),精装修,83平方米
1691,37568 元/m²,359.9万,3室2厅,"
16487元 ",南北,"
      阳华国花园 南向正规三房 安静望花园 新装修  ",中层(共33层),精装修,95.8平方米
1692,14924 元/m²,145万,3室2厅,"
8540元 ",南,"
      荔富湖畔 地铁口上盖 21号线12月28号开通 单合同送车位  ",中层(共32层),精装修,97.2平方米
1693,15226 元/m²,109万,3室2厅,"
6420元 ",南,"
      广晟圣淘沙 业主急售 配套齐全 南北通透 金州商业街  ",高层(共32层),精装修,71.6平方米
1694,9176 元/m²,78万,3室2厅,"
3573元 ",南,"
      儒雅苑 本人实拍 过五年唯一 学位没占用 方便看房  ",中层(共9层),精装修,85平方米
1695,18406 元/m²,182万,3室2厅,"
10719元 ",南,"
      （内部转名单位）专车带看 来电享93折优惠 万科春风十里  ",中层(共32层),精装修,98.9平方米
1696,30934 元/m²,275万,3室2厅,"
16197元 ",南,"
      全景3D看房洛涛南区精装 一楼带50平大花园 3房 产权清晰  ",低层(共6层),精装修,88.9平方米
1697,16287 元/m²,95万,2室1厅,"
4352元 ",南,"
      首付20万入住嘉骏豪苑精装2房送靓家私电业主自住保养好  ",中层(共18层),精装修,58.3平方米
1698,9936 元/m²,91万,3室2厅,"
4168元 ",南,"
      海逸桃花源 南海* 带省一级学位 证过两年 看房方便  ",中层(共32层),精装修,91.6平方米
1699,19931 元/m²,185万,3室2厅,"
10896元 ",南北,"
      VR看房 没有套路 只有真心 时代长岛3期  全新未住 靓  ",中层(共32层),精装修,92.8平方米
1700,28062 元/m²,255万,3室2厅,"
15019元 ",南,"
      急售佛山金沙洲南海区恒大金名都的三房，近地铁，繁华地段  ",中层(共32层),精装修,90.9平方米
1701,55172 元/m²,480万,3室2厅,"
21989元 ",南北,"
      暨南大学校内苏州苑 电梯三房 有钥匙即看房 业主急售价格可谈  ",低层(共6层),简单装修,87平方米
1702,16842 元/m²,160万,3室2厅,"
9423元 ",北,"
      雅居乐锦城 比邻保利花城 毛坯三房 税费低 学位未占用  ",低层(共32层),毛坯,95平方米
1703,40588 元/m²,345万,3室2厅,"
15804元 ",南北,"
      广州天河 新收笋盘 质量高 地铁5号线东圃站 急售带学位速联  ",中层(共32层),精装修,85平方米
1704,7963 元/m²,86万,4室2厅,"
3939元 ",南北,"
      龙光玖誉府 南北对流双阳台 首付8万买大三房 省级名校旁  ",中层(共40层),豪华装修,108平方米
