,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
15043,10685,20170901,11283,深圳卫视-高清,2017-09-01 16:08:23,2017-09-01 16:10:55,0.0422,152.0
15044,10685,20170901,11283,深圳卫视-高清,2017-09-01 12:37:24,2017-09-01 13:58:09,1.3458,4845.0
15045,10685,20170901,11283,深圳卫视-高清,2017-09-01 11:43:10,2017-09-01 12:07:28,0.1244,1458.0
15047,10685,20170901,11283,深圳卫视-高清,2017-09-01 12:07:39,2017-09-01 12:19:52,0.2036,733.0
15048,10685,20170901,11283,中央1台-高清,2017-09-01 01:07:47,2017-09-01 01:47:55,0.6689,2408.0
15049,10685,20170902,11283,江苏卫视-高清,2017-09-02 09:15:55,2017-09-02 10:05:34,0.0928,2979.0
15051,10685,20170902,11283,江苏卫视-高清,2017-09-02 08:28:51,2017-09-02 08:53:25,0.4094,1474.0
15052,10685,20170902,11283,江苏卫视-高清,2017-09-02 08:26:19,2017-09-02 08:27:28,0.0192,69.0
15053,10685,20170902,11283,江苏卫视-高清,2017-09-02 08:53:24,2017-09-02 09:15:36,0.37,1332.0
15054,10685,20170902,11283,江苏卫视-高清,2017-09-01 23:45:19,2017-09-02 00:27:19,0.2447,2520.0
15056,10685,20170902,11283,中央4台-高清,2017-09-02 22:00:18,2017-09-02 22:04:53,0.0764,275.0
15057,10685,20170902,11283,中央4台-高清,2017-09-02 22:51:15,2017-09-02 23:33:01,0.6961,2506.0
15058,10685,20170902,11283,中央4台-高清,2017-09-02 22:05:05,2017-09-02 22:51:09,0.7678,2764.0
15059,10685,20170902,11283,中央4台-高清,2017-09-02 21:22:02,2017-09-02 21:59:39,0.6269,2257.0
15060,10685,20170902,11283,中央4台-高清,2017-09-02 20:37:06,2017-09-02 21:21:50,0.7456,2684.0
15061,10685,20170902,11283,中央4台-高清,2017-09-02 19:51:47,2017-09-02 20:36:54,0.615,2707.0
15063,10685,20170902,11283,中央4台-高清,2017-09-02 18:58:10,2017-09-02 19:01:47,0.0603,217.0
15064,10685,20170902,11283,中央4台-高清,2017-09-02 19:43:25,2017-09-02 19:51:01,0.1267,456.0
15065,10685,20170902,11283,中央4台-高清,2017-09-02 18:47:51,2017-09-02 18:57:22,0.1586,571.0
15066,10685,20170902,11283,中央4台-高清,2017-09-02 19:02:02,2017-09-02 19:34:39,0.5436,1957.0
15067,10685,20170902,11283,中央1台-高清,2017-09-02 17:36:13,2017-09-02 17:53:51,0.2939,1058.0
15068,10685,20170902,11283,中央1台-高清,2017-09-02 17:35:15,2017-09-02 17:36:15,0.0167,60.0
15069,10685,20170902,11283,中央1台-高清,2017-09-02 18:29:25,2017-09-02 18:31:02,0.0269,97.0
15070,10685,20170902,11283,中央4台-高清,2017-09-02 18:33:26,2017-09-02 18:36:28,0.0506,182.0
15071,10685,20170902,11283,中央1台-高清,2017-09-02 17:53:57,2017-09-02 18:29:13,0.4869,2116.0
15073,10685,20170902,11283,山东卫视-高清,2017-09-02 16:48:04,2017-09-02 16:49:53,0.0303,109.0
15074,10685,20170902,11283,山东卫视-高清,2017-09-02 15:54:34,2017-09-02 16:47:59,0.7997,3205.0
15076,10685,20170902,11283,中央1台-高清,2017-09-02 16:49:51,2017-09-02 17:33:58,0.7353,2647.0
15077,10685,20170902,11283,山东卫视-高清,2017-09-02 15:48:32,2017-09-02 15:54:00,0.0911,328.0
15078,10685,20170902,11283,山东卫视-高清,2017-09-02 14:49:01,2017-09-02 15:20:47,0.5294,1906.0
15079,10685,20170902,11283,山东卫视-高清,2017-09-02 13:55:08,2017-09-02 13:58:57,0.0636,229.0
15080,10685,20170902,11283,山东卫视-高清,2017-09-02 13:59:55,2017-09-02 14:48:31,0.8086,2916.0
15082,10685,20170902,11283,山东卫视-高清,2017-09-02 12:58:02,2017-09-02 13:00:05,0.0342,123.0
15083,10685,20170902,11283,山东卫视-高清,2017-09-02 13:00:53,2017-09-02 13:05:18,0.0736,265.0
15084,10685,20170902,11283,山东卫视-高清,2017-09-02 13:05:14,2017-09-02 13:35:21,0.5019,1807.0
15085,10685,20170902,11283,山东卫视-高清,2017-09-02 12:01:19,2017-09-02 12:46:28,0.7525,2709.0
15086,10685,20170902,11283,山东卫视-高清,2017-09-02 11:04:32,2017-09-02 11:06:02,0.025,90.0
15087,10685,20170902,11283,山东卫视-高清,2017-09-02 11:02:45,2017-09-02 11:04:07,0.0228,82.0
15088,10685,20170902,11283,浙江卫视-高清,2017-09-02 11:00:28,2017-09-02 11:02:48,0.0389,140.0
15089,10685,20170902,11283,山东卫视-高清,2017-09-02 11:06:25,2017-09-02 12:01:13,0.0203,3288.0
15091,10685,20170902,11283,江苏卫视-高清,2017-09-02 10:21:22,2017-09-02 11:00:29,0.6519,2347.0
15092,10685,20170902,11283,江苏卫视-高清,2017-09-02 10:05:32,2017-09-02 10:11:57,0.1069,385.0
15093,10685,20170903,11283,中央4台-高清,2017-09-03 11:02:28,2017-09-03 11:10:33,0.1347,485.0
15094,10685,20170903,11283,中央4台-高清,2017-09-03 10:39:49,2017-09-03 11:01:49,0.3667,1320.0
15095,10685,20170903,11283,中央4台-高清,2017-09-03 10:06:01,2017-09-03 10:32:58,0.4492,1617.0
15096,10685,20170903,11283,中央4台-高清,2017-09-03 09:23:26,2017-09-03 10:05:55,0.0986,2549.0
15098,10685,20170903,11283,中央4台-高清,2017-09-03 00:14:33,2017-09-03 00:53:23,0.6472,2330.0
15099,10685,20170903,11283,中央4台-高清,2017-09-02 23:33:08,2017-09-03 00:14:14,0.4478,2466.0
15101,10685,20170904,11283,山东卫视-高清,2017-09-04 16:50:09,2017-09-04 17:00:50,0.1781,641.0
15102,10685,20170904,11283,深圳卫视-高清,2017-09-04 07:43:14,2017-09-04 07:44:25,0.0197,71.0
15103,10685,20170904,11283,深圳卫视-高清,2017-09-04 07:44:23,2017-09-04 08:04:33,0.0758,1210.0
15105,10685,20170904,11283,深圳卫视-高清,2017-09-04 08:04:39,2017-09-04 08:45:47,0.6856,2468.0
15106,10685,20170904,11283,山东卫视-高清,2017-09-04 22:14:36,2017-09-04 22:17:24,0.0467,168.0
15107,10685,20170904,11283,山东卫视-高清,2017-09-04 22:38:25,2017-09-04 23:28:03,0.8272,2978.0
15108,10685,20170904,11283,山东卫视-高清,2017-09-04 23:32:21,2017-09-04 23:42:23,0.1672,602.0
15109,10685,20170904,11283,山东卫视-高清,2017-09-04 20:52:33,2017-09-04 21:00:55,0.1394,502.0
15110,10685,20170904,11283,山东卫视-高清,2017-09-04 19:19:00,2017-09-04 19:34:57,0.2658,957.0
15111,10685,20170904,11283,山东卫视-高清,2017-09-04 21:00:52,2017-09-04 22:14:30,0.2417,4418.0
15113,10685,20170904,11283,山东卫视-高清,2017-09-04 19:35:31,2017-09-04 20:16:40,0.2778,2469.0
15115,10685,20170904,11283,山东卫视-高清,2017-09-04 20:20:11,2017-09-04 20:52:24,0.5369,1933.0
15116,10685,20170904,11283,山东卫视-高清,2017-09-04 16:45:03,2017-09-04 16:50:10,0.0853,307.0
15117,10685,20170904,11283,山东卫视-高清,2017-09-04 17:00:47,2017-09-04 17:43:25,0.7106,2558.0
15118,10685,20170904,11283,山东卫视-高清,2017-09-04 17:43:32,2017-09-04 18:33:36,0.56,3004.0
15120,10685,20170904,11283,山东卫视-高清,2017-09-04 18:34:38,2017-09-04 19:04:10,0.4922,1772.0
15121,10685,20170904,11283,深圳卫视-高清,2017-09-04 15:58:30,2017-09-04 16:43:24,0.7233,2694.0
15123,10685,20170904,11283,深圳卫视-高清,2017-09-04 15:52:08,2017-09-04 15:58:20,0.1033,372.0
15124,10685,20170905,11283,山东卫视-高清,2017-09-05 23:41:44,2017-09-05 23:57:27,0.2619,943.0
15125,10685,20170905,11283,山东卫视-高清,2017-09-05 23:07:03,2017-09-05 23:41:47,0.5789,2084.0
15126,10685,20170905,11283,山东卫视-高清,2017-09-05 21:43:14,2017-09-05 23:06:57,1.1158,5023.0
15128,10685,20170905,11283,山东卫视-高清,2017-09-05 20:39:26,2017-09-05 21:43:07,1.0614,3821.0
15129,10685,20170905,11283,山东卫视-高清,2017-09-05 19:41:34,2017-09-05 19:53:25,0.1975,711.0
15130,10685,20170905,11283,山东卫视-高清,2017-09-05 17:26:39,2017-09-05 18:16:32,0.2756,2993.0
15132,10685,20170905,11283,山东卫视-高清,2017-09-05 19:53:23,2017-09-05 20:38:14,0.6372,2691.0
15134,10685,20170905,11283,山东卫视-高清,2017-09-05 19:39:00,2017-09-05 19:41:07,0.0353,127.0
15135,10685,20170905,11283,山东卫视-高清,2017-09-05 16:49:52,2017-09-05 17:01:27,0.1931,695.0
15136,10685,20170905,11283,山东卫视-高清,2017-09-05 18:32:08,2017-09-05 19:30:56,0.98,3528.0
15137,10685,20170905,11283,山东卫视-高清,2017-09-05 15:49:41,2017-09-05 16:49:54,0.8317,3613.0
15139,10685,20170905,11283,山东卫视-高清,2017-09-05 15:40:49,2017-09-05 15:49:14,0.1403,505.0
15140,10685,20170905,11283,山东卫视-高清,2017-09-05 17:02:26,2017-09-05 17:26:27,0.4003,1441.0
15141,10685,20170905,11283,山东卫视-高清,2017-09-05 12:35:23,2017-09-05 13:00:58,0.4264,1535.0
15142,10685,20170905,11283,山东卫视-高清,2017-09-05 11:30:51,2017-09-05 12:20:36,0.3433,2985.0
15144,10685,20170905,11283,山东卫视-高清,2017-09-05 08:58:29,2017-09-05 09:24:23,0.4317,1554.0
15145,10685,20170905,11283,山东卫视-高清,2017-09-05 08:34:04,2017-09-05 08:58:24,0.4056,1460.0
15146,10685,20170905,11283,山东卫视-高清,2017-09-05 08:27:39,2017-09-05 08:33:34,0.0986,355.0
15147,10685,20170906,11283,中央4台-高清,2017-09-06 21:27:35,2017-09-06 21:30:01,0.0406,146.0
15148,10685,20170906,11283,中央4台-高清,2017-09-06 21:26:01,2017-09-06 21:27:21,0.0222,80.0
15149,10685,20170906,11283,中央4台-高清,2017-09-06 21:24:43,2017-09-06 21:25:44,0.0169,61.0
15150,10685,20170906,11283,中央1台-高清,2017-09-06 21:21:51,2017-09-06 21:24:45,0.0483,174.0
15151,10685,20170906,11283,中央4台-高清,2017-09-06 21:30:10,2017-09-06 22:14:44,0.2456,2674.0
15153,10685,20170906,11283,中央1台-高清,2017-09-06 20:30:42,2017-09-06 20:37:40,0.1161,418.0
15154,10685,20170906,11283,中央1台-高清,2017-09-06 19:53:25,2017-09-06 20:30:34,0.5094,2229.0
15156,10685,20170906,11283,山东卫视-高清,2017-09-06 18:53:22,2017-09-06 19:50:34,0.9533,3432.0
15157,10685,20170906,11283,山东卫视-高清,2017-09-06 18:43:35,2017-09-06 18:49:43,0.1022,368.0
15158,10685,20170906,11283,中央1台-高清,2017-09-06 20:37:47,2017-09-06 21:21:44,0.7325,2637.0
15159,10685,20170906,11283,山东卫视-高清,2017-09-06 19:50:40,2017-09-06 19:52:54,0.0372,134.0
15160,10685,20170906,11283,山东卫视-高清,2017-09-06 18:49:42,2017-09-06 18:52:41,0.0497,179.0
15161,10685,20170906,11283,山东卫视-高清,2017-09-06 16:07:03,2017-09-06 17:02:12,0.9192,3309.0
15162,10685,20170906,11283,山东卫视-高清,2017-09-06 15:56:15,2017-09-06 16:06:58,0.1161,643.0
15164,10685,20170906,11283,山东卫视-高清,2017-09-06 17:05:49,2017-09-06 18:28:10,0.4694,4941.0
15166,10685,20170906,11283,山东卫视-高清,2017-09-06 12:45:42,2017-09-06 13:14:28,0.4794,1726.0
15167,10685,20170906,11283,山东卫视-高清,2017-09-06 11:55:48,2017-09-06 12:22:26,0.3739,1598.0
15169,10685,20170906,11283,山东卫视-高清,2017-09-06 11:30:58,2017-09-06 11:55:50,0.4144,1492.0
15170,10685,20170906,11283,山东卫视-高清,2017-09-06 09:14:53,2017-09-06 09:16:00,0.0186,67.0
15171,10685,20170906,11283,山东卫视-高清,2017-09-06 09:18:38,2017-09-06 09:24:50,0.1033,372.0
15172,10685,20170906,11283,山东卫视-高清,2017-09-06 08:58:09,2017-09-06 09:13:07,0.2494,898.0
15173,10685,20170906,11283,山东卫视-高清,2017-09-06 01:12:44,2017-09-06 02:51:47,0.8631,5943.0
15175,10685,20170906,11283,山东卫视-高清,2017-09-05 23:58:42,2017-09-06 01:12:38,0.0217,4436.0
15177,10685,20170907,11283,中央1台-高清,2017-09-07 18:42:53,2017-09-07 19:13:19,0.5072,1826.0
15178,10685,20170907,11283,中央1台-高清,2017-09-07 18:13:58,2017-09-07 18:25:55,0.1992,717.0
15179,10685,20170907,11283,中央1台-高清,2017-09-07 17:22:06,2017-09-07 17:23:58,0.0311,112.0
15180,10685,20170907,11283,中央4台-高清,2017-09-07 16:48:43,2017-09-07 17:09:22,0.3442,1239.0
15181,10685,20170907,11283,中央1台-高清,2017-09-07 17:11:27,2017-09-07 17:21:50,0.1731,623.0
15182,10685,20170907,11283,中央1台-高清,2017-09-07 17:24:03,2017-09-07 18:13:53,0.2314,2990.0
15184,10685,20170907,11283,中央4台-高清,2017-09-07 12:42:04,2017-09-07 13:01:09,0.3181,1145.0
15185,10685,20170907,11283,中央4台-高清,2017-09-07 12:34:09,2017-09-07 12:41:28,0.1219,439.0
15186,10685,20170907,11283,中央4台-高清,2017-09-07 11:50:15,2017-09-07 12:21:25,0.3569,1870.0
15188,10685,20170907,11283,中央4台-高清,2017-09-07 09:21:23,2017-09-07 09:24:12,0.0469,169.0
15189,10685,20170907,11283,中央4台-高清,2017-09-07 09:08:54,2017-09-07 09:21:18,0.2067,744.0
15190,10685,20170907,11283,中央4台-高清,2017-09-07 09:07:27,2017-09-07 09:08:56,0.0247,89.0
15191,10685,20170908,11283,天津卫视-高清,2017-09-08 11:33:29,2017-09-08 11:35:29,0.0333,120.0
15192,10685,20170908,11283,天津卫视-高清,2017-09-08 09:20:35,2017-09-08 09:22:25,0.0306,110.0
15193,10685,20170908,11283,天津卫视-高清,2017-09-08 08:50:43,2017-09-08 09:20:36,0.4981,1793.0
15194,10685,20170908,11283,湖北卫视-高清,2017-09-08 21:43:04,2017-09-08 22:03:30,0.0583,1226.0
15196,10685,20170908,11283,湖北卫视-高清,2017-09-08 23:44:29,2017-09-08 23:50:55,0.1072,386.0
15197,10685,20170908,11283,湖北卫视-高清,2017-09-08 23:04:36,2017-09-08 23:05:41,0.0181,65.0
15198,10685,20170908,11283,湖北卫视-高清,2017-09-08 22:03:36,2017-09-08 22:21:36,0.3,1080.0
15199,10685,20170908,11283,湖北卫视-高清,2017-09-08 23:10:00,2017-09-08 23:43:58,0.5661,2038.0
15200,10685,20170908,11283,湖北卫视-高清,2017-09-08 22:43:57,2017-09-08 23:03:30,0.3258,1173.0
15201,10685,20170908,11283,湖北卫视-高清,2017-09-08 23:05:39,2017-09-08 23:09:54,0.0708,255.0
15202,10685,20170908,11283,湖北卫视-高清,2017-09-08 21:21:08,2017-09-08 21:24:40,0.0589,212.0
15203,10685,20170908,11283,湖北卫视-高清,2017-09-08 22:21:55,2017-09-08 22:24:33,0.0439,158.0
15204,10685,20170908,11283,湖北卫视-高清,2017-09-08 22:24:39,2017-09-08 22:43:49,0.3194,1150.0
15205,10685,20170908,11283,湖北卫视-高清,2017-09-08 20:39:40,2017-09-08 20:42:10,0.0417,150.0
15206,10685,20170908,11283,湖北卫视-高清,2017-09-08 21:24:45,2017-09-08 21:42:54,0.3025,1089.0
15207,10685,20170908,11283,湖北卫视-高清,2017-09-08 20:22:29,2017-09-08 20:39:42,0.2869,1033.0
15208,10685,20170908,11283,湖北卫视-高清,2017-09-08 21:02:55,2017-09-08 21:20:48,0.2981,1073.0
15209,10685,20170908,11283,湖北卫视-高清,2017-09-08 20:00:33,2017-09-08 20:18:19,0.2961,1066.0
15210,10685,20170908,11283,湖北卫视-高清,2017-09-08 20:42:16,2017-09-08 21:02:48,0.3422,1232.0
15211,10685,20170908,11283,湖北卫视-高清,2017-09-08 20:18:54,2017-09-08 20:22:24,0.0583,210.0
15212,10685,20170908,11283,湖北卫视-高清,2017-09-08 19:13:10,2017-09-08 19:16:09,0.0497,179.0
15213,10685,20170908,11283,湖北卫视-高清,2017-09-08 19:33:22,2017-09-08 19:38:30,0.0856,308.0
15214,10685,20170908,11283,湖北卫视-高清,2017-09-08 19:57:03,2017-09-08 20:00:28,0.0078,205.0
15216,10685,20170908,11283,湖北卫视-高清,2017-09-08 19:38:37,2017-09-08 19:57:05,0.3078,1108.0
15217,10685,20170908,11283,浙江卫视-高清,2017-09-08 18:46:23,2017-09-08 18:48:01,0.0272,98.0
15218,10685,20170908,11283,湖北卫视-高清,2017-09-08 19:16:16,2017-09-08 19:33:24,0.2856,1028.0
15219,10685,20170908,11283,天津卫视-高清,2017-09-08 17:50:04,2017-09-08 18:06:56,0.1156,1012.0
15221,10685,20170908,11283,湖北卫视-高清,2017-09-08 18:47:59,2017-09-08 18:49:24,0.0236,85.0
15222,10685,20170908,11283,湖北卫视-高清,2017-09-08 18:53:45,2017-09-08 19:12:43,0.3161,1138.0
15223,10685,20170908,11283,天津卫视-高清,2017-09-08 18:20:43,2017-09-08 18:37:39,0.2822,1016.0
15224,10685,20170908,11283,湖北卫视-高清,2017-09-08 18:50:22,2017-09-08 18:53:39,0.0547,197.0
15225,10685,20170908,11283,天津卫视-高清,2017-09-08 16:28:29,2017-09-08 17:02:21,0.5644,2032.0
15226,10685,20170908,11283,天津卫视-高清,2017-09-08 17:03:02,2017-09-08 17:05:26,0.04,144.0
15227,10685,20170908,11283,天津卫视-高清,2017-09-08 17:05:31,2017-09-08 17:49:56,0.7403,2665.0
15228,10685,20170908,11283,天津卫视-高清,2017-09-08 15:53:43,2017-09-08 16:27:42,0.4617,2039.0
15230,10685,20170908,11283,天津卫视-高清,2017-09-08 12:59:00,2017-09-08 13:00:40,0.0278,100.0
15231,10685,20170908,11283,天津卫视-高清,2017-09-08 12:26:33,2017-09-08 12:58:11,0.5272,1898.0
15232,10685,20170908,11283,天津卫视-高清,2017-09-08 11:35:34,2017-09-08 12:14:50,0.2472,2356.0
15234,10685,20170909,11283,湖北卫视-高清,2017-09-09 12:12:19,2017-09-09 12:15:07,0.0467,168.0
15235,10685,20170909,11283,湖北卫视-高清,2017-09-09 12:15:47,2017-09-09 12:32:18,0.2753,991.0
15236,10685,20170909,11283,湖北卫视-高清,2017-09-09 11:10:13,2017-09-09 11:36:50,0.4436,1597.0
15237,10685,20170909,11283,湖北卫视-高清,2017-09-09 10:08:59,2017-09-09 10:38:06,0.4853,1747.0
15238,10685,20170909,11283,湖北卫视-高清,2017-09-09 10:38:15,2017-09-09 11:10:05,0.5306,1910.0
15239,10685,20170909,11283,湖北卫视-高清,2017-09-09 10:05:58,2017-09-09 10:08:52,0.0483,174.0
15240,10685,20170909,11283,湖北卫视-高清,2017-09-09 09:40:15,2017-09-09 10:06:00,0.1,1545.0
15242,10685,20170909,11283,湖北卫视-高清,2017-09-09 09:16:15,2017-09-09 09:39:47,0.3922,1412.0
15243,10685,20170909,11283,湖北卫视-高清,2017-09-09 08:47:27,2017-09-09 09:16:06,0.4775,1719.0
15244,10685,20170909,11283,湖北卫视-高清,2017-09-09 08:33:49,2017-09-09 08:47:19,0.225,810.0
15245,10685,20170909,11283,湖北卫视-高清,2017-09-09 08:18:44,2017-09-09 08:33:51,0.2519,907.0
15246,10685,20170909,11283,湖北卫视-高清,2017-09-09 07:45:15,2017-09-09 07:46:36,0.0225,81.0
15247,10685,20170909,11283,湖北卫视-高清,2017-09-09 07:50:35,2017-09-09 08:18:38,0.3106,1683.0
15249,10685,20170909,11283,湖北卫视-高清,2017-09-09 07:47:10,2017-09-09 07:50:31,0.0558,201.0
15250,10685,20170909,11283,湖北卫视-高清,2017-09-09 00:27:34,2017-09-09 00:59:49,0.5375,1935.0
15251,10685,20170909,11283,湖北卫视-高清,2017-09-08 23:51:01,2017-09-09 00:27:23,0.1497,2182.0
15253,10685,20170909,11283,湖北卫视-高清,2017-09-09 23:10:26,2017-09-09 23:29:54,0.3244,1168.0
15254,10685,20170909,11283,湖北卫视-高清,2017-09-09 22:47:54,2017-09-09 23:10:21,0.3742,1347.0
15255,10685,20170909,11283,湖北卫视-高清,2017-09-09 23:31:14,2017-09-09 23:57:32,0.4383,1578.0
15256,10685,20170909,11283,湖北卫视-高清,2017-09-09 22:26:08,2017-09-09 22:47:47,0.3608,1299.0
15257,10685,20170909,11283,湖北卫视-高清,2017-09-09 21:59:29,2017-09-09 22:21:30,0.3583,1321.0
15259,10685,20170909,11283,湖北卫视-高清,2017-09-09 22:22:46,2017-09-09 22:25:57,0.0531,191.0
15260,10685,20170909,11283,湖北卫视-高清,2017-09-09 20:41:19,2017-09-09 21:02:49,0.3583,1290.0
15261,10685,20170909,11283,湖北卫视-高清,2017-09-09 21:33:29,2017-09-09 21:59:21,0.4311,1552.0
15262,10685,20170909,11283,湖北卫视-高清,2017-09-09 21:30:16,2017-09-09 21:33:18,0.0506,182.0
15263,10685,20170909,11283,湖北卫视-高清,2017-09-09 21:02:56,2017-09-09 21:30:18,0.4561,1642.0
15264,10685,20170909,11283,湖北卫视-高清,2017-09-09 19:51:56,2017-09-09 20:16:26,0.2739,1470.0
15266,10685,20170909,11283,湖北卫视-高清,2017-09-09 20:39:25,2017-09-09 20:41:13,0.03,108.0
15267,10685,20170909,11283,湖北卫视-高清,2017-09-09 20:16:36,2017-09-09 20:39:09,0.3758,1353.0
15268,10685,20170909,11283,湖北卫视-高清,2017-09-09 18:42:37,2017-09-09 18:46:22,0.0625,225.0
15269,10685,20170909,11283,湖北卫视-高清,2017-09-09 19:09:12,2017-09-09 19:13:01,0.0636,229.0
15270,10685,20170909,11283,湖北卫视-高清,2017-09-09 19:27:36,2017-09-09 19:51:24,0.3967,1428.0
15271,10685,20170909,11283,湖北卫视-高清,2017-09-09 18:46:28,2017-09-09 19:09:05,0.3769,1357.0
15272,10685,20170909,11283,湖北卫视-高清,2017-09-09 18:18:41,2017-09-09 18:42:39,0.3994,1438.0
15273,10685,20170909,11283,湖北卫视-高清,2017-09-09 17:02:16,2017-09-09 17:05:21,0.0514,185.0
15274,10685,20170909,11283,湖北卫视-高清,2017-09-09 17:48:58,2017-09-09 18:18:09,0.3025,1751.0
15276,10685,20170909,11283,湖北卫视-高清,2017-09-09 17:05:52,2017-09-09 17:32:41,0.4469,1609.0
15277,10685,20170909,11283,湖北卫视-高清,2017-09-09 16:41:48,2017-09-09 17:02:18,0.3417,1230.0
15278,10685,20170909,11283,湖北卫视-高清,2017-09-09 13:51:18,2017-09-09 13:55:57,0.0775,279.0
15279,10685,20170909,11283,湖北卫视-高清,2017-09-09 13:46:59,2017-09-09 13:51:13,0.0706,254.0
15280,10685,20170909,11283,湖北卫视-高清,2017-09-09 13:18:27,2017-09-09 13:46:38,0.4697,1691.0
15281,10685,20170909,11283,湖北卫视-高清,2017-09-09 12:41:09,2017-09-09 12:51:40,0.1753,631.0
15282,10685,20170909,11283,湖北卫视-高清,2017-09-09 12:52:13,2017-09-09 13:18:21,0.4356,1568.0
15283,10685,20170909,11283,湖北卫视-高清,2017-09-09 11:37:09,2017-09-09 11:40:47,0.0606,218.0
15284,10685,20170909,11283,湖北卫视-高清,2017-09-09 11:40:54,2017-09-09 11:46:19,0.0903,325.0
15285,10685,20170909,11283,湖北卫视-高清,2017-09-09 11:57:58,2017-09-09 12:12:21,0.2058,863.0
15287,10685,20170910,11283,中央4台-高清,2017-09-10 13:58:08,2017-09-10 14:40:40,0.6778,2552.0
15289,10685,20170910,11283,中央4台-高清,2017-09-10 11:50:15,2017-09-10 11:51:58,0.0286,103.0
15290,10685,20170910,11283,中央4台-高清,2017-09-10 13:01:57,2017-09-10 13:32:46,0.5136,1849.0
15291,10685,20170910,11283,中央4台-高清,2017-09-10 11:52:34,2017-09-10 11:56:36,0.0672,242.0
15292,10685,20170910,11283,中央4台-高清,2017-09-10 11:56:42,2017-09-10 12:41:01,0.6836,2659.0
15294,10685,20170910,11283,中央4台-高清,2017-09-10 10:27:03,2017-09-10 10:29:43,0.0444,160.0
15295,10685,20170910,11283,中央4台-高清,2017-09-10 11:12:28,2017-09-10 11:50:18,0.6306,2270.0
15296,10685,20170910,11283,中央1台-高清,2017-09-10 09:26:35,2017-09-10 10:10:31,0.1753,2636.0
15298,10685,20170910,11283,中央4台-高清,2017-09-10 10:10:45,2017-09-10 10:12:52,0.0353,127.0
15299,10685,20170910,11283,中央4台-高清,2017-09-10 10:17:39,2017-09-10 10:23:38,0.0997,359.0
15300,10685,20170910,11283,中央4台-高清,2017-09-10 10:13:54,2017-09-10 10:17:33,0.0608,219.0
15301,10685,20170910,11283,中央4台-高清,2017-09-10 10:29:41,2017-09-10 11:12:22,0.7114,2561.0
15302,10685,20170910,11283,中央1台-高清,2017-09-10 09:22:47,2017-09-10 09:26:29,0.0617,222.0
15303,10685,20170910,11283,湖北卫视-高清,2017-09-10 00:51:55,2017-09-10 01:16:11,0.4044,1456.0
15304,10685,20170910,11283,湖北卫视-高清,2017-09-10 00:24:34,2017-09-10 00:51:48,0.4539,1634.0
15305,10685,20170910,11283,湖北卫视-高清,2017-09-09 23:57:37,2017-09-10 00:24:27,0.0397,1610.0
15307,10685,20170910,11283,山东卫视-高清,2017-09-10 23:44:57,2017-09-10 23:48:05,0.0522,188.0
15308,10685,20170910,11283,山东卫视-高清,2017-09-10 23:08:48,2017-09-10 23:44:51,0.6008,2163.0
15309,10685,20170910,11283,山东卫视-高清,2017-09-10 22:00:02,2017-09-10 22:38:20,0.6383,2298.0
15310,10685,20170910,11283,山东卫视-高清,2017-09-10 21:54:58,2017-09-10 21:59:54,0.0822,296.0
15311,10685,20170910,11283,山东卫视-高清,2017-09-10 23:01:05,2017-09-10 23:08:05,0.1167,420.0
15312,10685,20170910,11283,山东卫视-高清,2017-09-10 21:16:18,2017-09-10 21:17:37,0.0219,79.0
15313,10685,20170910,11283,山东卫视-高清,2017-09-10 21:17:36,2017-09-10 21:55:01,0.6236,2245.0
15314,10685,20170910,11283,湖北卫视-高清,2017-09-10 19:05:22,2017-09-10 19:07:48,0.0406,146.0
15315,10685,20170910,11283,湖北卫视-高清,2017-09-10 19:07:54,2017-09-10 19:29:30,0.36,1296.0
15316,10685,20170910,11283,湖北卫视-高清,2017-09-10 19:29:37,2017-09-10 19:51:27,0.3639,1310.0
15317,10685,20170910,11283,湖北卫视-高清,2017-09-10 17:30:34,2017-09-10 17:54:38,0.4011,1444.0
15318,10685,20170910,11283,湖北卫视-高清,2017-09-10 18:24:49,2017-09-10 18:45:45,0.3489,1256.0
15319,10685,20170910,11283,湖北卫视-高清,2017-09-10 18:46:29,2017-09-10 19:05:24,0.3153,1135.0
15320,10685,20170910,11283,湖北卫视-高清,2017-09-10 17:06:34,2017-09-10 17:08:25,0.0308,111.0
15321,10685,20170910,11283,中央8台-高清,2017-09-10 17:03:41,2017-09-10 17:05:47,0.035,126.0
15322,10685,20170910,11283,湖北卫视-高清,2017-09-10 17:08:30,2017-09-10 17:30:26,0.3656,1316.0
15323,10685,20170910,11283,中央4台-高清,2017-09-10 13:45:24,2017-09-10 13:52:41,0.1214,437.0
15324,10685,20170910,11283,中央4台-高清,2017-09-10 16:24:52,2017-09-10 17:02:58,0.635,2286.0
15325,10685,20170910,11283,中央4台-高清,2017-09-10 16:14:11,2017-09-10 16:24:19,0.1689,608.0
15326,10685,20170910,11283,中央4台-高清,2017-09-10 15:24:12,2017-09-10 16:02:33,0.0425,2301.0
15328,10685,20170910,11283,中央4台-高清,2017-09-10 14:40:46,2017-09-10 15:24:04,0.7217,2598.0
15329,10685,20170910,11283,中央4台-高清,2017-09-10 13:53:35,2017-09-10 13:58:03,0.0744,268.0
15330,10685,20170911,11283,山东卫视-高清,2017-09-11 12:23:15,2017-09-11 12:33:04,0.1636,589.0
