,用户号,设备号,点播日期,节目名称,点播金额,点播金额.元.,二级目录
811,11244,10133,20170908,那年花开月正圆,99,0.99,精彩点
812,11244,10133,20170910,那年花开月正圆,99,0.99,精彩点
813,11244,10133,20170910,那年花开月正圆,99,0.99,精彩点
814,11244,10133,20170912,那年花开月正圆,99,0.99,精彩点
815,11244,10133,20170916,那年花开月正圆,99,0.99,精彩点
816,11244,10133,20170916,那年花开月正圆,99,0.99,精彩点
817,11244,10133,20170920,那年花开月正圆,99,0.99,精彩点
818,11244,10133,20170920,那年花开月正圆,99,0.99,精彩点
819,11244,10133,20170921,那年花开月正圆,99,0.99,精彩点
820,11244,10133,20170926,那年花开月正圆,99,0.99,精彩点
821,11244,10133,20170927,那年花开月正圆,99,0.99,精彩点
822,11244,10133,20170927,那年花开月正圆,99,0.99,精彩点
823,11244,10133,20170929,那年花开月正圆,99,0.99,精彩点
824,11260,11258,20170807,摔跤吧！爸爸,999,9.99,院线大片
825,11262,10265,20170902,京城81号2,999,9.99,院线大片
826,11270,11276,20170710,摔跤吧！爸爸,999,9.99,院线大片
827,11270,11276,20170718,吃吃的爱,999,9.99,院线大片
828,11270,11276,20170803,拆弹专家,999,9.99,院线大片
829,11270,11276,20170803,速度与激情8,999,9.99,院线大片
830,11270,11276,20170804,生化危机：终章,999,9.99,院线大片
831,11270,11276,20170814,摔跤吧！爸爸,999,9.99,院线大片
832,11270,11276,20170828,嫌疑人X的献身,999,9.99,院线大片
833,11271,10782,20170723,嫌疑人X的献身,999,9.99,院线大片
834,11271,10782,20170803,春娇救志明,999,9.99,院线大片
835,11325,11248,20170715,血狼犬,999,9.99,院线大片
