,用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号,当前套餐使用天数,入网天数
732,10555,互动电视,正常        ,20151123,0.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141117,20141117,20500101,10860,677.0,1048.0
733,10203,互动电视,正常        ,20131025,0.0,(联通渠道)[互动+宽带](员工688)10M融合套餐,(联通渠道)[互动+宽带](员工288)互动(26.5元/月)-捆绑一年时移回看,(联通渠道)[互动+宽带](员工288)互动(26.5元/月)-捆绑一年时移回看(资费),20130912,20130912,20500101,11112,1436.0,1479.0
734,11034,互动电视,正常        ,20160721,90.0,,互动59元包-600预存,互动59元包-600预存,20160606,20160606,20500101,10207,436.0,481.0
735,11121,互动电视,正常        ,20161007,233.01,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161007,20161007,20500101,10230,358.0,358.0
736,11236,互动电视,正常        ,20140518,0.0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140518,20140518,20500101,10805,1231.0,1231.0
737,11015,互动电视,正常        ,20160525,60.0,,互动59元包-600预存,互动59元包-600预存,20160525,20160525,20500101,10016,493.0,493.0
738,10920,互动电视,正常        ,20160302,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10294,577.0,577.0
739,10957,互动电视,正常        ,20160329,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160329,20160329,20500101,10439,550.0,550.0
740,10993,互动电视,正常        ,20160511,60.0,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160511,20170701,20500101,11168,507.0,507.0
741,10178,互动电视,正常        ,20131018,270.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20161201,20500101,10253,1443.0,1488.0
742,10171,互动电视,正常        ,20130831,0.0,,互动39元包-预存1年费用(客服),互动39元包-预存1年费用(客服),20130831,20150901,20500101,10169,1491.0,1491.0
743,10011,互动电视,正常        ,20090228,0.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070823,20120512,20500101,11244,3136.0,3691.0
744,10801,互动电视,正常        ,20151231,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151231,20151231,20500101,11240,639.0,639.0
745,11072,互动电视,正常        ,20160706,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160706,20160706,20500101,11273,451.0,451.0
746,11166,互动电视,正常        ,20170102,600.0,,互动59元包-600预存,互动59元包-600预存,20170102,20170102,20500101,10548,271.0,271.0
747,11167,互动电视,正常        ,20170102,0.0,,互动59元包-600预存,互动59元包-600预存,20170102,20170102,20500101,10769,271.0,271.0
748,11297,互动电视,正常        ,20150921,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141001,20141001,20500101,10615,740.0,1095.0
749,10737,互动电视,正常        ,20151020,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151020,20151020,20500101,10044,711.0,711.0
750,10736,互动电视,正常        ,20151020,0.0,,互动59元包-480预存,互动59元包,20151020,20151020,20500101,10364,711.0,711.0
751,10845,互动电视,正常        ,20160123,0.0,,互动标准包,互动标准包-包月-26.5元,20160123,20170401,20500101,10632,616.0,616.0
752,10383,互动电视,正常        ,20131213,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131213,20131213,20500101,11231,1387.0,1387.0
753,11233,互动电视,正常        ,20140512,0.0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140512,20140512,20500101,10764,1237.0,1237.0
754,11234,互动电视,正常        ,20140512,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140512,20150101,20500101,10650,1237.0,1237.0
755,10623,互动电视,正常        ,20150210,20.0,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150210,20150210,20500101,10905,963.0,963.0
756,10400,互动电视,正常        ,20140119,0.0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131226,20160401,20500101,11075,1350.0,1374.0
757,10733,互动电视,正常        ,20160118,0.0,,互动59元包-480预存,互动59元包,20151014,20151014,20500101,10464,621.0,717.0
758,11052,互动电视,正常        ,20160821,150.0,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160821,20160821,20500101,10062,405.0,405.0
759,11037,互动电视,正常        ,20160606,90.0,乐惠套餐-8M-包月-69元-预存600元v1,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20160606,20160606,20500101,10255,481.0,481.0
760,11080,互动电视,正常        ,20171031,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160718,20160718,20500101,11195,-31.0,439.0
761,10189,互动电视,正常        ,20130907,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130907,20130907,20500101,11183,1484.0,1484.0
762,11077,互动电视,正常        ,20160714,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160714,20160714,20500101,10235,443.0,443.0
763,10832,互动电视,正常        ,20160119,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10073,620.0,620.0
764,10643,互动电视,正常        ,20150427,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150427,20150427,20500101,10929,887.0,887.0
765,10952,互动电视,正常        ,20160926,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160322,20160322,20500101,10953,369.0,557.0
766,10192,互动电视,正常        ,20130908,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,10488,1483.0,1483.0
767,10193,互动电视,正常        ,20130908,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130908,20150101,20500101,10200,1483.0,1483.0
768,10194,互动电视,正常        ,20130908,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130908,20150101,20500101,10318,1483.0,1483.0
769,11211,互动电视,正常        ,20170620,90.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160621,20160621,20500101,11198,102.0,466.0
770,10478,互动电视,正常        ,20140330,0.0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140330,20140330,20301231,10201,1280.0,1280.0
771,11281,互动电视,正常        ,20140828,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140828,20140828,20500101,10406,1129.0,1129.0
772,10922,互动电视,正常        ,20160303,0.0,,互动59元包-600预存,互动59元包-600预存,20160303,20160303,20500101,10281,576.0,576.0
773,10562,互动电视,正常        ,20171009,127.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141127,20141127,20500101,10848,-9.0,1038.0
774,11177,互动电视,正常        ,20160111,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160111,20160111,20500101,10302,628.0,628.0
775,10045,互动电视,正常        ,20150620,280.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130621,20130621,20500101,10261,833.0,1562.0
776,10599,互动电视,正常        ,20170823,0.0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20150103,20150103,20500101,10890,38.0,1001.0
777,11044,互动电视,正常        ,20160616,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160616,20160616,20500101,11136,471.0,471.0
778,10811,互动电视,正常        ,20160112,145.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160112,20160201,20500101,10037,627.0,627.0
779,10812,互动电视,正常        ,20160112,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160112,20160112,20500101,10288,627.0,627.0
780,11238,互动电视,正常        ,20140519,0.0,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140519,20140519,20500101,10827,1230.0,1230.0
781,11310,互动电视,正常        ,20161119,0.0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20150203,20150203,20500101,10934,315.0,970.0
782,11252,互动电视,正常        ,20170127,0.0,乐惠套餐-12M-2年-1880,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140624,20140624,20500101,10961,246.0,1194.0
783,10706,互动电视,正常        ,20150831,128.56,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150831,20150831,20500101,10944,761.0,761.0
784,10012,互动电视,正常        ,20171031,250.57,,互动基本套餐(26.5元/月)-捆绑600元时移回看(30个月),互动基本套餐(26.5元/月)-捆绑600元时移回看(30个月)(资费),20070811,20121202,20500101,10149,-31.0,3703.0
785,10163,互动电视,正常        ,20130830,0.0,,互动49元包,互动49元包,20130830,20150901,20500101,11309,1492.0,1492.0
786,10954,互动电视,正常        ,20160322,0.0,乐惠套餐-15M-2年-2160元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160322,20160322,20500101,10566,557.0,557.0
787,10499,互动电视,正常        ,20130823,0.0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130823,20130823,20500101,10776,1499.0,1499.0
788,10081,互动电视,正常        ,20130718,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130718,20130718,20500101,10422,1535.0,1535.0
789,11099,互动电视,正常        ,20160823,150.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160823,20160823,20500101,10539,403.0,403.0
790,10041,互动电视,正常        ,20151218,0.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20130125,20130125,20500101,10395,652.0,1709.0
791,10173,互动电视,正常        ,20130902,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130902,20130902,20500101,11036,1489.0,1489.0
792,11175,互动电视,正常        ,20151017,0.0,,互动标准包,互动标准包-包月-26.5元,20150924,20171001,20500101,10989,714.0,737.0
793,10558,互动电视,正常        ,20170808,114.5,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141121,20141121,20500101,10834,53.0,1044.0
794,11296,互动电视,正常        ,20160325,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141001,20141001,20500101,10994,554.0,1095.0
795,10166,互动电视,正常        ,20130830,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130830,20130830,20500101,10509,1492.0,1492.0
796,10188,互动电视,正常        ,20130907,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130907,20130907,20500101,10444,1484.0,1484.0
797,10926,互动电视,正常        ,20160316,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160316,20160316,20500101,10740,563.0,563.0
798,11146,互动电视,正常        ,20161119,240.0,,互动59元包-600预存,互动59元包-600预存,20161119,20161119,20500101,10437,315.0,315.0
799,10482,互动电视,正常        ,20170922,50.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140225,20140225,20500101,11160,8.0,1313.0
800,11273,互动电视,正常        ,20140806,85.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140806,20140806,20500101,10311,1151.0,1151.0
801,11276,互动电视,正常        ,20140809,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140809,20150101,20500101,10517,1148.0,1148.0
802,11275,互动电视,正常        ,20140809,240.0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140809,20140809,20500101,10445,1148.0,1148.0
803,10789,互动电视,正常        ,20151228,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10624,642.0,642.0
804,11207,互动电视,正常        ,20160316,0.0,,互动59元包-600预存,互动59元包-600预存,20160316,20160316,20500101,10352,563.0,563.0
805,11254,互动电视,正常        ,20140630,0.0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140630,20140630,20500101,11025,1188.0,1188.0
806,11007,互动电视,正常        ,20160518,60.0,,互动59元包-600预存,互动59元包-600预存,20160518,20160518,20500101,11279,500.0,500.0
807,11057,互动电视,正常        ,20160625,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160625,20160625,20500101,10340,462.0,462.0
808,11070,互动电视,正常        ,20170918,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160706,20160706,20500101,11317,12.0,451.0
809,11120,互动电视,正常        ,20161005,210.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161005,20161005,20500101,10272,360.0,360.0
810,10596,互动电视,正常        ,20141231,0.0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141231,20141231,20500101,10939,1004.0,1004.0
811,10876,互动电视,正常        ,20160201,75.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160201,20160201,20500101,11296,607.0,607.0
812,10198,互动电视,正常        ,20130908,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,11019,1483.0,1483.0
813,11143,互动电视,正常        ,20161116,240.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161116,20161116,20500101,11070,318.0,318.0
814,10316,互动电视,正常        ,20131031,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131031,20131031,20500101,10376,1430.0,1430.0
815,11041,互动电视,正常        ,20160609,87.06,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160609,20160609,20500101,10732,478.0,478.0
816,11042,互动电视,正常        ,20160609,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160609,20160609,20500101,10767,478.0,478.0
817,10403,互动电视,正常        ,20131226,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131226,20131226,20500101,10432,1374.0,1374.0
818,10292,互动电视,正常        ,20160121,133.32,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131023,20131023,20500101,11253,618.0,1438.0
819,10293,互动电视,正常        ,20160121,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131023,20150101,20500101,11158,618.0,1438.0
820,10294,互动电视,正常        ,20160121,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131023,20150101,20500101,10714,618.0,1438.0
821,10601,互动电视,正常        ,20150110,200.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150110,20150110,20500101,10883,994.0,994.0
822,11326,互动电视,正常        ,20160718,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160718,20160718,20500101,11086,439.0,439.0
823,11278,互动电视,正常        ,20140822,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140822,20140822,20500101,10476,1135.0,1135.0
824,10320,互动电视,正常        ,20131104,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131104,20131104,20500101,10621,1426.0,1426.0
825,10321,互动电视,正常        ,20131104,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131104,20150101,20500101,10969,1426.0,1426.0
826,10890,互动电视,正常        ,20160204,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10544,604.0,604.0
827,10337,互动电视,正常        ,20160926,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131118,20131118,20500101,10277,369.0,1412.0
828,10897,互动电视,正常        ,20160204,0.0,乐惠套餐-15M-3年-2180元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160204,20160204,20500101,11206,604.0,604.0
829,10965,互动电视,正常        ,20160330,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160330,20160330,20500101,11092,549.0,549.0
830,10913,互动电视,正常        ,20160302,0.0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160302,20160302,20500101,11172,577.0,577.0
831,11008,互动电视,正常        ,20160525,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160525,20160525,20500101,10760,493.0,493.0
832,11306,互动电视,正常        ,20160226,0.0,月享套餐-10M-包月-69元,互动+联合宽带-49元-月享,互动+联合宽带-49元包-17年月享,20141022,20170501,20500101,10814,582.0,1074.0
833,11085,互动电视,正常        ,20160726,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160726,20160726,20500101,10224,431.0,431.0
834,10266,互动电视,正常        ,20150806,0.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131001,20131001,20500101,10309,786.0,1460.0
835,10267,互动电视,正常        ,20150806,0.0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131001,20150101,20500101,10248,786.0,1460.0
836,10715,互动电视,正常        ,20150914,0.0,,互动标准包,互动标准包-包月-26.5元,20150914,20170101,20500101,11170,747.0,747.0
837,10005,互动电视,正常        ,20090222,0.0,,宽带用户购机(499元)(26.5元/月),宽带用户购机(499元)(26.5元/月)(资费),20080128,20120924,20500101,10775,3142.0,3533.0
838,10853,互动电视,正常        ,20160127,0.0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160127,20160127,20500101,10001,612.0,612.0
839,10233,互动电视,正常        ,20130919,0.0,,互动39元包,互动39元包,20130919,20151101,20500101,10985,1472.0,1472.0
840,10513,互动电视,正常        ,20161121,4.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070604,20121021,20500101,10530,313.0,3771.0
841,11100,互动电视,正常        ,20161211,180.0,,互动59元包-600预存,互动59元包-600预存,20160916,20160916,20500101,10613,293.0,379.0
842,11074,互动电视,正常        ,20170917,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160711,20160711,20500101,11103,13.0,446.0
843,10159,互动电视,正常        ,20130827,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130827,20130827,20500101,10400,1495.0,1495.0
844,10083,互动电视,正常        ,20130719,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130719,20130719,20500101,11275,1534.0,1534.0
845,10252,互动电视,正常        ,20130925,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130925,20130925,20500101,10747,1466.0,1466.0
846,10148,互动电视,正常        ,20131022,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130821,20130821,20500101,10280,1439.0,1501.0
847,10175,互动电视,正常        ,20131022,0.0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257,1439.0,1488.0
848,10027,互动电视,正常        ,20090720,0.0,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20071226,20130702,20500101,11167,2994.0,3566.0
849,10065,互动电视,正常        ,20130629,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130629,20130629,20500101,10166,1554.0,1554.0
850,10118,互动电视,正常        ,20150620,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130806,20130806,20500101,10434,833.0,1516.0
851,10196,互动电视,正常        ,20170423,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095,160.0,1483.0
852,10119,互动电视,正常        ,20130807,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130807,20130807,20500101,11228,1515.0,1515.0
853,10727,互动电视,正常        ,20150928,0.0,,互动49元包-200预存-捆直播108+高清英超1年,互动49元包-200预存-捆直播108+高清英超1年,20150928,20150928,20500101,10527,733.0,733.0
854,10185,互动电视,正常        ,20130906,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130906,20130906,20500101,10584,1485.0,1485.0
855,11141,互动电视,正常        ,20161112,480.0,,互动59元包-600预存,互动59元包-600预存,20161112,20161112,20500101,10598,322.0,322.0
856,11142,互动电视,正常        ,20161112,0.0,,互动59元包-600预存,互动59元包-600预存,20161112,20161112,20500101,11162,322.0,322.0
857,10729,互动电视,正常        ,20151003,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151003,20151003,20500101,10569,728.0,728.0
858,10716,互动电视,正常        ,20150916,0.0,,互动标准包,互动标准包-包月-26.5元,20150916,20170301,20500101,10192,745.0,745.0
859,10058,互动电视,正常        ,20130622,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130622,20130622,20500101,11000,1561.0,1561.0
860,11191,互动电视,正常        ,20160718,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160718,20160718,20500101,10095,439.0,439.0
861,10784,互动电视,正常        ,20151228,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10322,642.0,642.0
862,11086,互动电视,正常        ,20160726,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160726,20160726,20500101,11173,431.0,431.0
863,10261,互动电视,正常        ,20130928,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130928,20130928,20500101,10151,1463.0,1463.0
864,10891,互动电视,正常        ,20160204,0.0,,互动59元包-600预存,互动59元包-600预存,20160204,20160204,20500101,11040,604.0,604.0
865,10649,互动电视,正常        ,20150602,0.0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150602,20150602,20500101,10941,851.0,851.0
866,11172,互动电视,正常        ,20150227,0.0,乐惠套餐-15M-3年-2080元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150227,20150227,20500101,10915,946.0,946.0
867,10994,互动电视,正常        ,20160504,60.0,,互动59元包-600预存,互动59元包-600预存,20160504,20160504,20500101,10115,514.0,514.0
868,11304,互动电视,正常        ,20141017,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141017,20141017,20500101,10821,1079.0,1079.0
869,11317,互动电视,正常        ,20160203,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160203,20160203,20500101,10996,605.0,605.0
870,10997,互动电视,正常        ,20160504,60.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160504,20160504,20500101,10468,514.0,514.0
871,10611,互动电视,正常        ,20150125,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150125,20150125,20500101,10882,979.0,979.0
872,10327,互动电视,正常        ,20131107,0.0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131107,20131107,20500101,10076,1423.0,1423.0
873,11139,互动电视,正常        ,20161107,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20161107,20161107,20500101,11210,327.0,327.0
874,11140,互动电视,正常        ,20161107,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20161107,20161107,20500101,11202,327.0,327.0
